user_id,item_id
6712372,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1134300,692884 1451850 2877833 2022739 3490209 2484679 827654 1500678 190682 3291080 2024942 2152309 3423476 2886991 970354 1769360 2222373 1369756 226377 3071787
7301916,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9016252,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2945140,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3462460,2011286 1740121 463067 925386 2529444 2262710 1300372 1679820 915573 1335864 1392491 2811497 2361682 1046732 572766 815079 451680 1182063 2317924 2965060
2870668,3340398 2032700 1625679 2421114 1638130 2624821 2643585 2016569 1510764 334302 1451850 976467 1507386 2570802 78182 1883793 2887016 235385 1290849 1544931
7928776,478118 834639 2702765 2800823 3015859 2924959 2431392 2130129 2188162 1201123 244453 2196379 2202577 3264089 2812592 3237101 3530809 3425050 1211898 2624821
1540048,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3508576,605944 3410814 706405 3503844 1161886 1151743 1133299 3062849 3114642 41326 1242253 3158008 1789122 2758305 511257 3022221 1830042 1032313 1639877 427987
8015636,158778 403011 90360 3195304 3040898 3259011 653411 3150433 3301797 403767 1860725 3484867 150868 172681 683955 258552 1839877 3354600 3244499 811043
2623488,2413225 1749809 1269106 868611 2917679 291995 3297514 2241819 1821334 837118 1779067 2461618 997941 1575070 1622483 3178665 3057864 3155882 2139655 3514268
3612452,2883175 2781480 127534 2900140 2093755 1350972 1646912 2858990 1299461 2609730 666176 189465 711745 1301196 1541789 518589 56664 2855186 3062352 1222957
5339288,3255046 1849355 303711 1510764 249620 926015 302414 924555 3255951 2626659 2118316 1415408 2805092 2011286 595498 861391 221879 1878824 3187335 2820030
2599192,820692 2287327 2061046 2736413 1066829 3534253 1611694 266167 362615 569353 2842546 990522 2154931 1746947 1088876 2489127 295864 2917631 3221398 2346646
7786688,1090870 1923433 290926 420175 1211742 2338458 722756 988433 2503185 2696812 2541166 2893928 1260242 456005 27879 738718 809434 1098186 734649 1324178
9315404,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
6334008,924555 2154931 2480103 2104987 1439119 601402 1030368 2968125 536063 1962880 387998 3352048 2373318 72017 103194 1906126 2287327 2439936 3269569 2648619
2966276,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8841412,1948209 3123654 265622 3038633 328117 2122395 3419837 1805892 2240232 2529787 2648619 803160 736818 2218077 3361597 1747806 2079536 2482231 1142283 758376
7087020,924555 1040305 1651725 286246 132040 1959295 2531325 2186406 1258526 6334 780068 1962587 3387549 1569570 1082684 683765 2003974 1786016 1538697 818849
2193780,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5010616,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3153696,704498 3303940 3378194 362615 1734143 2920746 1408202 2182626 2085261 630277 3439622 3140273 2539596 398955 3358198 64559 3409273 3235472 1119370 517095
4113268,3250572 3184456 1717149 2483211 1268089 2196379 3540431 772913 3353749 756041 2154931 1277331 2287327 1772347 344193 2786062 569722 2778255 2480103 478118
1501756,319020 2330518 454421 2431315 3197640 1243228 2710606 2449135 1884160 2440756 3301060 571490 3116669 732280 138244 2656724 12016 475390 2123548 458090
5499920,2082358 677798 3291917 287116 1690320 693328 387998 1977361 2539057 459089 2772601 3029775 1088158 3147659 1440145 801700 3308316 3257544 1911690 1099588
2247568,571490 3494411 3538013 2082358 2633249 2449135 1884160 1906126 319020 1243228 69836 269325 2126164 1798540 3516413 2574965 51738 2262584 1234592 176431
4897696,2376272 2431392 638250 1231848 1690320 3325899 1928732 3399637 142651 2122222 2320609 1493920 3506032 493177 180095 3229498 140875 597980 587097 132386
2967380,183617 1562714 3116669 2641457 1721691 2535583 3471855 1847430 2930493 2431315 2859813 736856 3449043 459089 2772601 3524222 1366359 2856903 3075881 484309
4191636,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9247704,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8426088,312648 612039 3233719 2043672 3255046 3551953 2114099 2896858 3032079 1697805 1214994 158778 138244 3195304 3378330 90360 2835430 1869443 342392 1108096
2887564,363381 1124058 716115 3550818 1022973 1565579 2272818 198667 868819 3270271 3388818 1653016 2604126 3202111 197426 3435869 3410590 704498 1772347 138244
5852560,2232496 3145530 2812592 2304144 1142955 2376272 689823 1047481 2924967 1717149 2483211 1077378 2910700 638250 3166261 2327009 1373630 3096625 441857 3399637
4547280,1845794 617898 434114 897270 3436006 3431869 3533202 1360120 3320230 2804454 1162385 591267 1331637 3000962 1941168 3034809 74842 591150 1864805 291259
3156592,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3343008,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5296320,571490 2205564 1690320 1158983 3237101 380087 3518578 937214 1186450 2082358 3378194 303620 699803 3023642 3016021 1046732 176431 3482167 603179 1142955
5612716,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2168840,650281 1142283 226747 1629951 1073122 733236 2698101 1404469 1681415 2301166 740530 2273654 1055639 3361359 1863879 1126106 2108808 156304 3044797 3065515
8531340,1598812 1863879 2637286 3195304 90360 3378330 1290849 158778 1126106 2811687 3065515 3044797 3314117 3259011 2078802 3024188 2552222 1996470 3332798 2107158
5155988,1883793 594100 1887082 2421114 135817 177615 930594 1261203 2394805 1639625 1641556 1202115 3417984 334302 226377 176866 1787905 1777836 1731036 1059301
7000300,1369756 692884 3031175 1806279 3415285 1965389 2877833 712166 3490209 2484679 2152309 2024942 3291080 190682 2581750 1453141 1211713 3081443 241339 2886991
2477144,249620 8128 1669122 1023051 280357 360518 1582995 468324 1354488 840276 902494 2020588 515126 3312324 1690330 3312036 2472864 2922438 2098198 2069890
9732960,2993684 3092608 1303397 1573896 1252361 3166457 3023642 3508391 571490 1041636 403279 2304144 597980 2196967 824574 2232496 706004 494234 689823 2840651
5641872,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
7557728,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2910460,837204 2210539 2888212 1277331 1343471 1544089 1886096 3015859 1747806 2079536 3148142 1689647 616590 452875 2553903 2444 2370703 3555348 427777 2702765
4853624,91750 3464399 603179 2698771 3145530 3506032 292552 31520 3538013 1440145 1050703 2146681 1437908 289221 3386075 2577434 477552 531885 2633249 1451659
3296504,319020 2464177 2856903 924555 2277372 72017 481977 2070024 1545324 2640864 2295937 1067626 2656724 375191 1392841 120809 2924967 3411691 1892935 2730632
9246112,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3484160,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
7602000,2620581 2287327 3092353 1920332 522974 3147659 3141837 2154931 2535583 1266677 748489 3346754 793264 3075707 2287688 3403294 2770331 3257544 2480103 1545049
1338572,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5020408,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1227112,1533148 2341812 1948882 2002865 447620 1818526 784609 3355432 3365117 53677 258552 300087 3040898 491879 1562714 572913 653411 3150433 3301797 403767
2810860,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5279156,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9854644,1301404 1116867 429722 485298 3020558 2733253 1456289 444983 2774014 1380303 2304341 2503066 3257544 402660 1126106 2983177 2273218 1725427 2525373 2899863
3937624,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3149368,1616594 134330 3471259 1504830 1990801 2099204 703904 1625679 2504098 2503764 2758695 1451850 491041 3494608 122965 1717325 2188996 1208695 388400 564093
5329124,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
7344132,571490 2856903 2154931 1440145 3092608 2539057 1757655 2302615 1968010 2126164 2480103 2561648 1547953 1574065 2464177 2277372 2149693 1048729 2106869 1707930
1536296,2604126 1290849 458090 2341457 2641457 3471855 3524222 1847430 2930493 303620 3361597 1252062 369616 1046732 302414 2924959 1181681 1690330 677798 3291917
2599352,3147659 1060410 1186450 3063056 865033 9721 2730468 870270 2003237 2255706 2854851 1793229 2526874 834639 3381449 1940309 601953 999001 513363 2615978
1180260,469095 1948223 1767736 171730 1609631 2076418 246565 2413780 533275 939580 2047354 363638 176431 2812592 1295576 2535583 834735 2421114 233542 2287327
2052200,3291552 781791 2282385 1663315 2664265 97170 363638 1421009 2484679 3490209 2744803 1290849 2877833 3240832 190682 3291080 2024942 2152309 2166636 1214994
1275252,1133299 3114642 707646 1652842 3312036 3525688 1339955 1886241 3416630 1032313 171730 938219 3361678 3451047 1044731 325598 818829 3128447 2822014 2848312
7127500,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3758532,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2705300,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3127772,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8386400,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8141112,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
7452664,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8301268,2702765 222359 3534253 266167 1574065 950716 605944 1230826 2498372 2562174 1475913 384903 678636 12896 3022221 1575174 1723035 346684 2486141 2573427
7492360,520619 1762950 1123276 2735633 1209750 1916872 1635293 766145 159726 3193281 3462193 1795656 1462673 1838883 2853273 3466667 1353364 2754688 2537415 543178
9262992,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
6080884,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
6042396,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5119252,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
4657176,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2155820,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
4243292,3488125 3241073 2720509 631152 873319 1993197 189071 2927421 1854271 2384559 1245646 988506 2747088 2168067 2786997 3283174 3532014 1616012 1648373 1039362
4023484,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1755120,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5079668,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3498912,2886617 126770 878276 1308761 942811 1077378 3133859 1301404 1936084 2640617 3457182 2986803 3166261 3092608 700098 362615 1497690 2509804 3516413 2633249
1184036,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3318300,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
6233936,1090870 290926 1923433 1211742 2338458 420175 2696812 2541166 2893928 1260242 456005 27879 738718 2503185 809434 1098186 734649 1324178 2740964 1301404
7044988,326636 2998672 885398 3165752 3434895 3040843 1466036 3184238 96571 3315492 257156 128450 2897448 3299900 2039964 756954 1354794 436949 1838012 616794
9522340,3561645 2190630 1881561 1426903 1164479 880686 1879948 3161982 2545934 1483086 127180 1943942 2163585 2111112 2964385 3395441 3159227 537627 3393676 3369368
4420580,3361359 2698101 1404469 3154556 3162565 1290849 2626659 1451659 2421688 1098796 1215543 1909795 1754359 326636 2820030 2663334 453566 2425003 1745023 788160
7474068,2495528 2777497 1826756 1724388 2868773 1232346 1186450 1090870 1814787 1268089 2011286 790794 138244 3055827 3288161 2804677 2404365 626926 3301657 1425299
5923548,303620 1024049 70578 386001 3055976 3020962 1202339 1881277 605944 1116867 429722 950716 21896 1439119 2986803 1381000 201116 799668 519970 1562714
4950664,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1057380,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2355332,805948 1870320 2156273 1995321 1069252 801636 876497 3312469 1216401 1912434 2283514 1996470 2755764 3465305 1646456 594824 269461 2204387 1881561 72671
8613936,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2623484,2295937 1904768 1667870 907260 1772347 2276213 175844 1830668 1339823 2517861 1277331 346339 2778255 2048812 1916008 2812592 1886096 1210312 3347382 3037249
3375280,2529787 3016021 2756987 1579364 2536784 3098893 518589 1509386 1316066 3250572 542068 1265014 459089 2772601 2209012 1514278 2508902 3055976 386001 425300
5157052,1603758 2942287 835244 2924342 1308761 942811 1329209 811237 3220707 3530730 481977 2070024 1860479 91750 603179 1290849 1123933 2769201 99140 1615362
1218840,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3629248,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5432504,2715162 1713536 2419248 1335864 2311801 915573 1530493 1886056 171953 2405126 3200254 1302599 9721 2526874 3482599 2586455 2701401 1019694 1390825 2188996
1813056,2699522 2350375 2196379 1158983 2544818 948490 448982 2503658 303620 120206 424215 3333091 1727070 1574065 2539057 2508902 2968125 536063 2856903 180095
3621768,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5681108,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
4317376,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3312264,2402908 2169894 1411401 356397 2182519 435393 829340 3006756 2003237 485298 1242253 2854851 362615 1060410 1083017 2048812 1663727 1362661 1782376 3420363
9668100,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
7443584,852163 1083017 815079 148858 1871588 3451816 522505 1142955 3206050 387998 2702765 2993684 387022 1252361 1303397 2810742 3283116 2910700 3145530 1266259
8525364,342392 1259297 255685 2061874 631860 3358766 2835430 2912455 1869443 2036966 3440272 1981194 1936652 1603758 2287327 1381000 201116 835244 441334 3217247
6628216,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8366856,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1708652,1639467 44039 2121997 1805319 807223 1874810 546150 1965389 2804531 2944514 1328561 3517132 3031175 1632921 726984 3415285 1806279 241339 3081443 1211713
9327744,3246726 2212647 2438078 2358195 2866417 2244094 3241073 2444069 1833826 1503442 1617745 2969992 2007549 1207918 1568125 3348186 1586710 2720509 631152 873319
1936076,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
3134320,878276 3176865 2537884 1083017 2812592 3147659 2434467 485298 375191 1164479 420806 1544374 2267156 2268772 380216 3019022 1708607 199412 2549156 1619295
2404320,2884852 937214 3540431 772913 3353749 2503764 3272268 1990801 2777497 418308 489178 809373 3184456 3518642 1264427 1826756 2661252 2250924 1333103 665279
3511748,704498 3015859 3358313 2924959 2240232 2182519 1188229 375191 1886096 435393 2968125 536063 34701 424215 2153847 1242253 2075879 2108677 1787905 3020558
6910884,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
6905112,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
2605108,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5094984,2256094 888084 924555 1077378 103194 3147659 2747417 757660 2295937 341703 2535723 2302615 1046732 1439119 2702765 1690453 1551345 2924342 3128447 1238186
9694800,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1036968,119347 1002236 3386555 3139092 1612399 1718044 7612 106742 2738664 1298621 3386372 2539057 834735 2965196 485298 2983177 1466724 457052 1815363 3352048
4794612,1334556 1887382 2392361 1874096 2199693 646614 1598812 3347382 2363216 1762950 1123276 2735633 1951342 303620 3734 2552222 2227939 3399272 2609408 3395441
9809632,3266005 910523 3508391 1373630 1734143 2509804 1497690 3264089 699803 3295046 2840651 2006009 2399221 3510668 3198309 623650 1772347 21896 402660 1162470
5983960,385337 3147659 194201 1648966 1574334 3333091 2320609 303620 3264089 3166261 2604126 1999606 2888085 1176775 2710067 197425 3169873 2004957 2188996 801700
9033128,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1364204,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
6094504,3340398 1883793 1887082 2261121 677496 930594 135817 1545324 2570802 78182 3303940 732280 1708073 12016 1507386 402660 2886991 475390 2123548 1210312
4112968,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8317788,2233409 3248589 1984884 2781480 1132465 2036794 317232 1545324 1476362 3068994 1210894 3129637 2961895 1856524 3137468 2087220 127534 2900140 2093755 1031702
6111760,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9268792,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1013292,1290849 457116 1133299 3114642 83845 2522255 1041520 1032313 813020 890681 1208695 1411098 362936 451228 2273654 740530 2301166 1681415 733236 1690330
5501456,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
4820272,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
1036444,387998 1077378 2617062 542068 1543885 3015859 1050703 1730870 1059301 2633021 1182063 2534540 887529 1658096 1526458 2812014 312648 692884 2233409 2295937
2334424,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9757164,2993684 1941784 825833 2927200 1373630 3206050 441857 2906865 121235 3358313 149048 3302566 138244 1107834 579229 2983177 2924967 569353 2842546 1611694
6841480,3407015 1607721 688728 3264089 2021340 2122074 2247416 1171264 2120257 9721 3176865 2537884 2526874 2740964 3166261 2376272 650281 2503185 2562174 796483
7875032,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
6164580,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
8639912,2531325 189704 1690330 1574065 1228566 209942 3450846 482176 1857747 2515916 3161753 570046 1434449 2535723 910707 962394 3418158 3382173 22879 281604
9522752,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9247836,1556044 724599 2287327 2116332 1210312 1214994 3328696 1291012 2204830 9721 2871637 21247 2154931 2526874 1216007 2438331 3092608 319020 1352776 792316
9842036,518589 138244 1158983 2247416 1727197 1872983 1808251 1899426 476098 3518578 1957282 1214994 2924967 263920 1781039 3064697 3158552 1327166 3037606 1509386
2800328,1158983 458090 1296549 2256094 120206 2859813 736856 222359 2677399 142276 3118774 138244 1208695 2924967 149661 3420136 2103003 603179 2267426 597980
1355132,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9000272,2230032 1237504 2331406 615725 2633249 2778255 2075879 2341697 1343471 180074 149661 1277331 103194 79638 1471056 1690330 2553903 222359 3046450 916349
6191632,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
5275032,3303940 1482106 3088987 2968125 536063 2212647 2648619 326790 1142955 1611694 800382 3508391 2106869 1921697 625407 472511 1573828 3330323 1236476 2840651
6909468,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
9766920,583466 2826909 1461439 3271372 2058849 1464761 362936 3247433 2764902 21085 851237 466096 1290849 675730 1429282 3354139 305489 143514 1904345 1737194
4022340,1451850 3096625 865769 1926684 1214994 2503185 951225 692884 2847516 726716 1429573 1152110 1168934 2142669 1970492 1798490 1601112 761837 2248314 488974
